state,year,tavg
Rhode Island,2009,49.8
Rhode Island,2010,52.0
Rhode Island,2011,51.6
Rhode Island,2012,52.9
Rhode Island,2013,50.6
Rhode Island,2014,49.7
Rhode Island,2015,50.4
Rhode Island,2016,52.2
Rhode Island,2017,51.5
South Carolina,1950,62.5
South Carolina,1951,62.6
South Carolina,1952,63.0
South Carolina,1953,63.5
South Carolina,1954,63.3
South Carolina,1955,62.5
South Carolina,1956,63.1
South Carolina,1957,63.0
South Carolina,1958,60.7
South Carolina,1959,62.7
South Carolina,1960,61.0
South Carolina,1961,61.7
South Carolina,1962,61.8
South Carolina,1963,60.7
South Carolina,1964,61.7
South Carolina,1965,62.2
South Carolina,1966,60.7
South Carolina,1967,61.1
South Carolina,1968,60.8
South Carolina,1969,60.7
South Carolina,1970,62.3
South Carolina,1971,62.4
South Carolina,1972,62.1
South Carolina,1973,62.6
South Carolina,1974,63.0
South Carolina,1975,63.1
South Carolina,1976,60.9
South Carolina,1977,62.2
South Carolina,1978,61.6
South Carolina,1979,61.5
South Carolina,1980,61.9
South Carolina,1981,61.2
South Carolina,1982,62.7
South Carolina,1983,61.3
South Carolina,1984,62.4
South Carolina,1985,63.0
South Carolina,1986,64.1
South Carolina,1987,62.3
South Carolina,1988,61.2
South Carolina,1989,62.2
South Carolina,1990,65.0
South Carolina,1991,63.8
South Carolina,1992,61.9
South Carolina,1993,62.6
South Carolina,1994,62.8
South Carolina,1995,62.5
South Carolina,1996,61.8
South Carolina,1997,62.2
South Carolina,1998,64.7
South Carolina,1999,63.4
South Carolina,2000,62.2
South Carolina,2001,63.3
South Carolina,2002,63.7
South Carolina,2003,62.4
South Carolina,2004,63.2
South Carolina,2005,63.1
South Carolina,2006,63.6
South Carolina,2007,64.3
South Carolina,2008,62.9
South Carolina,2009,62.7
South Carolina,2010,62.6
South Carolina,2011,64.1
South Carolina,2012,64.5
South Carolina,2013,62.3
South Carolina,2014,62.2
South Carolina,2015,64.5
South Carolina,2016,64.9
South Carolina,2017,65.1
South Dakota,1950,40.9
South Dakota,1951,40.9
South Dakota,1952,44.7
South Dakota,1953,46.1
South Dakota,1954,46.1
South Dakota,1955,44.4
South Dakota,1956,44.6
South Dakota,1957,44.2
South Dakota,1958,45.0
South Dakota,1959,44.4
South Dakota,1960,43.7
South Dakota,1961,45.1
South Dakota,1962,44.3
South Dakota,1963,46.5
South Dakota,1964,44.8
South Dakota,1965,43.3
South Dakota,1966,43.3
South Dakota,1967,44.2
South Dakota,1968,44.2
South Dakota,1969,43.6
South Dakota,1970,43.6
South Dakota,1971,43.7
South Dakota,1972,42.6
South Dakota,1973,46.0
South Dakota,1974,46.0
South Dakota,1975,44.0
South Dakota,1976,46.2
South Dakota,1977,45.6
South Dakota,1978,42.2
South Dakota,1979,42.6
South Dakota,1980,46.2
South Dakota,1981,47.5
South Dakota,1982,43.0
South Dakota,1983,45.0
South Dakota,1984,45.0
South Dakota,1985,42.9
South Dakota,1986,45.8
South Dakota,1987,48.6
South Dakota,1988,46.7
South Dakota,1989,44.3
South Dakota,1990,46.9
South Dakota,1991,46.8
South Dakota,1992,45.6
South Dakota,1993,42.3
South Dakota,1994,44.9
South Dakota,1995,44.7
South Dakota,1996,41.6
South Dakota,1997,44.8
South Dakota,1998,47.4
South Dakota,1999,47.8
South Dakota,2000,46.0
South Dakota,2001,46.5
South Dakota,2002,46.2
South Dakota,2003,46.1
South Dakota,2004,46.3
South Dakota,2005,47.3
South Dakota,2006,48.1
South Dakota,2007,46.8
South Dakota,2008,43.8
South Dakota,2009,43.6
South Dakota,2010,45.1
South Dakota,2011,44.8
South Dakota,2012,49.3
South Dakota,2013,44.0
South Dakota,2014,43.7
South Dakota,2015,47.5
South Dakota,2016,48.4
South Dakota,2017,46.8
Tennessee,1950,57.1
Tennessee,1951,57.6
Tennessee,1952,58.5
Tennessee,1953,58.9
Tennessee,1954,59.0
Tennessee,1955,58.0
Tennessee,1956,58.6
Tennessee,1957,58.5
Tennessee,1958,55.6
Tennessee,1959,57.8
Tennessee,1960,55.8
Tennessee,1961,56.7
Tennessee,1962,57.2
Tennessee,1963,56.0
Tennessee,1964,57.4
Tennessee,1965,57.8
Tennessee,1966,56.2
Tennessee,1967,56.7
Tennessee,1968,56.1
Tennessee,1969,56.1
Tennessee,1970,57.1
Tennessee,1971,57.7
Tennessee,1972,57.2
Tennessee,1973,58.2
Tennessee,1974,57.7
Tennessee,1975,57.8
Tennessee,1976,55.5
Tennessee,1977,57.3
Tennessee,1978,56.1
Tennessee,1979,55.8
Tennessee,1980,57.2
Tennessee,1981,56.7
Tennessee,1982,57.6
Tennessee,1983,56.7
Tennessee,1984,57.5
Tennessee,1985,57.3
Tennessee,1986,58.8
Tennessee,1987,58.4
Tennessee,1988,56.7
Tennessee,1989,56.6
Tennessee,1990,59.4
Tennessee,1991,59.1
Tennessee,1992,57.0
Tennessee,1993,57.2
Tennessee,1994,57.6
Tennessee,1995,57.4
Tennessee,1996,56.6
Tennessee,1997,56.8
Tennessee,1998,60.1
Tennessee,1999,59.3
Tennessee,2000,58.0
Tennessee,2001,58.2
Tennessee,2002,58.7
Tennessee,2003,57.5
Tennessee,2004,58.5
Tennessee,2005,58.7
Tennessee,2006,58.9
Tennessee,2007,59.9
Tennessee,2008,57.6
Tennessee,2009,57.6
Tennessee,2010,57.9
Tennessee,2011,58.9
Tennessee,2012,60.3
Tennessee,2013,57.1
Tennessee,2014,56.6
Tennessee,2015,59.0
Tennessee,2016,60.3
Tennessee,2017,60.0
Texas,1950,65.4
Texas,1951,65.3
Texas,1952,65.0
Texas,1953,65.8
Texas,1954,66.6
Texas,1955,65.2
Texas,1956,66.0
Texas,1957,64.6
Texas,1958,63.4
Texas,1959,63.7
Texas,1960,63.7
Texas,1961,63.4
Texas,1962,65.1
Texas,1963,65.2
Texas,1964,64.7
Texas,1965,65.1
Texas,1966,63.5
Texas,1967,64.9
Texas,1968,63.1
Texas,1969,64.5
Texas,1970,63.7
Texas,1971,64.9
Texas,1972,64.4
Texas,1973,63.7
Texas,1974,64.5
Texas,1975,63.8
Texas,1976,62.8
Texas,1977,65.3
Texas,1978,63.8
Texas,1979,62.9
Texas,1980,65.0
Texas,1981,65.0
Texas,1982,64.6
Texas,1983,63.4
Texas,1984,64.8
Texas,1985,64.4
Texas,1986,65.5
Texas,1987,63.8
Texas,1988,64.3
Texas,1989,64.3
Texas,1990,65.6
Texas,1991,64.8
Texas,1992,64.4
Texas,1993,64.1
Texas,1994,65.6
Texas,1995,65.2
Texas,1996,65.4
Texas,1997,63.9
Texas,1998,67.0
Texas,1999,66.6
Texas,2000,66.5
Texas,2001,65.7
Texas,2002,65.0
Texas,2003,65.5
Texas,2004,65.2
Texas,2005,66.0
Texas,2006,67.1
Texas,2007,64.8
Texas,2008,65.5
Texas,2009,65.8
Texas,2010,65.1
Texas,2011,67.3
Texas,2012,67.8
Texas,2013,65.1
Texas,2014,64.8
Texas,2015,65.8
Texas,2016,67.2
Texas,2017,67.3
Utah,1950,47.9
Utah,1951,46.8
Utah,1952,46.8
Utah,1953,48.3
Utah,1954,49.3
Utah,1955,46.1
Utah,1956,47.9
Utah,1957,47.3
Utah,1958,49.2
Utah,1959,48.5
Utah,1960,48.1
Utah,1961,47.7
Utah,1962,47.9
Utah,1963,48.4
Utah,1964,46.1
Utah,1965,47.1
Utah,1966,48.1
Utah,1967,47.5
Utah,1968,46.5
Utah,1969,48.0
Utah,1970,47.4
Utah,1971,46.6
Utah,1972,48.1
Utah,1973,46.2
Utah,1974,47.7
Utah,1975,45.7
Utah,1976,47.5
Utah,1977,48.9
Utah,1978,47.9
Utah,1979,46.6
Utah,1980,48.5
Utah,1981,50.0
Utah,1982,46.4
Utah,1983,47.8
Utah,1984,45.9
Utah,1985,47.0
Utah,1986,49.3
Utah,1987,48.4
Utah,1988,48.5
Utah,1989,48.6
Utah,1990,48.7
Utah,1991,47.5
Utah,1992,49.0
Utah,1993,46.8
Utah,1994,49.7
Utah,1995,49.2
Utah,1996,49.6
Utah,1997,48.2
Utah,1998,48.3
Utah,1999,49.2
Utah,2000,50.2
Utah,2001,50.0
Utah,2002,48.8
Utah,2003,50.6
Utah,2004,48.7
Utah,2005,49.3
Utah,2006,49.2
Utah,2007,49.9
Utah,2008,48.1
Utah,2009,48.4
Utah,2010,48.3
Utah,2011,47.6
Utah,2012,50.9
Utah,2013,47.8
Utah,2014,50.4
Utah,2015,50.7
Utah,2016,50.2
Utah,2017,50.7
Vermont,1950,41.6
Vermont,1951,42.2
Vermont,1952,42.8
Vermont,1953,44.4
Vermont,1954,41.6
Vermont,1955,41.9
Vermont,1956,40.6
Vermont,1957,42.4
Vermont,1958,40.1
Vermont,1959,42.2
Vermont,1960,41.7
Vermont,1961,41.8
Vermont,1962,40.1
Vermont,1963,40.4
Vermont,1964,41.6
Vermont,1965,40.5
Vermont,1966,41.3
Vermont,1967,40.7
Vermont,1968,40.8
Vermont,1969,41.5
Vermont,1970,41.0
Vermont,1971,41.0
Vermont,1972,40.0
Vermont,1973,43.4
Vermont,1974,41.2
Vermont,1975,42.5
Vermont,1976,40.5
Vermont,1977,41.9
Vermont,1978,40.0
Vermont,1979,42.4
Vermont,1980,40.6
Vermont,1981,42.2
Vermont,1982,41.3
Vermont,1983,42.6
Vermont,1984,42.5
Vermont,1985,41.5
Vermont,1986,41.8
Vermont,1987,42.2
Vermont,1988,41.8
Vermont,1989,40.7
Vermont,1990,44.0
Vermont,1991,43.5
Vermont,1992,40.6
Vermont,1993,41.2
Vermont,1994,41.3
Vermont,1995,42.3
Vermont,1996,42.0
Vermont,1997,41.1
Vermont,1998,45.2
Vermont,1999,44.3
Vermont,2000,41.8
Vermont,2001,43.8
Vermont,2002,43.6
Vermont,2003,41.5
Vermont,2004,41.8
Vermont,2005,43.4
Vermont,2006,45.1
Vermont,2007,42.2
Vermont,2008,43.0
Vermont,2009,42.3
Vermont,2010,44.9
Vermont,2011,44.3
Vermont,2012,45.8
Vermont,2013,43.2
Vermont,2014,42.0
Vermont,2015,42.6
Vermont,2016,44.6
Vermont,2017,43.9
Virginia,1950,54.8
Virginia,1951,55.0
Virginia,1952,55.7
Virginia,1953,56.7
Virginia,1954,55.6
Virginia,1955,55.0
Virginia,1956,55.3
Virginia,1957,55.6
Virginia,1958,53.0
Virginia,1959,55.8
Virginia,1960,53.6
Virginia,1961,54.3
Virginia,1962,53.5
Virginia,1963,53.3
Virginia,1964,54.5
Virginia,1965,54.6
Virginia,1966,53.3
Virginia,1967,53.4
Virginia,1968,53.8
Virginia,1969,53.4
Virginia,1970,54.8
Virginia,1971,54.9
Virginia,1972,54.2
Virginia,1973,55.6
Virginia,1974,55.3
Virginia,1975,55.4
Virginia,1976,53.8
Virginia,1977,54.8
Virginia,1978,53.6
Virginia,1979,53.8
Virginia,1980,54.4
Virginia,1981,53.7
Virginia,1982,54.7
Virginia,1983,54.4
Virginia,1984,55.0
Virginia,1985,55.4
Virginia,1986,55.6
Virginia,1987,55.2
Virginia,1988,53.9
Virginia,1989,54.4
Virginia,1990,57.4
Virginia,1991,57.0
Virginia,1992,54.4
Virginia,1993,55.1
Virginia,1994,55.3
Virginia,1995,55.0
Virginia,1996,54.0
Virginia,1997,54.5
Virginia,1998,57.4
Virginia,1999,56.3
Virginia,2000,54.9
Virginia,2001,55.8
Virginia,2002,56.6
Virginia,2003,55.0
Virginia,2004,55.9
Virginia,2005,55.9
Virginia,2006,56.6
Virginia,2007,56.8
Virginia,2008,55.7
Virginia,2009,55.2
Virginia,2010,55.9
Virginia,2011,57.0
Virginia,2012,57.6
Virginia,2013,55.1
Virginia,2014,54.4
Virginia,2015,56.5
Virginia,2016,57.1
Virginia,2017,57.3
Washington,1950,44.3
Washington,1951,45.4
Washington,1952,46.1
Washington,1953,47.4
Washington,1954,45.1
Washington,1955,43.4
Washington,1956,45.3
Washington,1957,45.5
Washington,1958,49.0
Washington,1959,45.5
Washington,1960,45.6
Washington,1961,47.0
Washington,1962,46.2
Washington,1963,46.7
Washington,1964,44.8
Washington,1965,46.7
Washington,1966,46.9
Washington,1967,47.8
Washington,1968,46.3
Washington,1969,45.5
Washington,1970,46.0
Washington,1971,45.4
Washington,1972,45.3
Washington,1973,46.5
Washington,1974,46.7
Washington,1975,45.2
Washington,1976,45.9
Washington,1977,46.2
Washington,1978,45.9
Washington,1979,46.4
Washington,1980,46.1
Washington,1981,47.3
Washington,1982,45.5
Washington,1983,46.7
Washington,1984,45.3
Washington,1985,43.9
Washington,1986,47.3
Washington,1987,48.2
Washington,1988,47.3
Washington,1989,46.6
Washington,1990,47.3
Washington,1991,47.1
Washington,1992,48.6
Washington,1993,45.6
Washington,1994,47.9
Washington,1995,47.5
Washington,1996,45.6
Washington,1997,47.1
Washington,1998,48.6
Washington,1999,46.9
Washington,2000,46.2
Washington,2001,46.9
Washington,2002,46.9
Washington,2003,48.2
Washington,2004,48.4
Washington,2005,47.3
Washington,2006,47.5
Washington,2007,46.8
Washington,2008,45.8
Washington,2009,46.4
Washington,2010,47.1
Washington,2011,45.5
Washington,2012,47.1
Washington,2013,47.2
Washington,2014,48.4
Washington,2015,50.0
Washington,2016,48.6
Washington,2017,46.8
West Virginia,1950,51.4
West Virginia,1951,51.7
West Virginia,1952,52.6
West Virginia,1953,53.3
West Virginia,1954,52.2
West Virginia,1955,52.0
West Virginia,1956,51.9
West Virginia,1957,52.5
West Virginia,1958,49.4
West Virginia,1959,52.4
West Virginia,1960,50.0
West Virginia,1961,51.0
West Virginia,1962,50.6
West Virginia,1963,49.3
West Virginia,1964,51.3
West Virginia,1965,51.5
West Virginia,1966,50.0
West Virginia,1967,50.4
West Virginia,1968,50.2
West Virginia,1969,50.1
West Virginia,1970,51.6
West Virginia,1971,51.5
West Virginia,1972,50.9
West Virginia,1973,52.7
West Virginia,1974,51.8
West Virginia,1975,52.3
West Virginia,1976,49.8
West Virginia,1977,50.9
West Virginia,1978,49.9
West Virginia,1979,50.2
West Virginia,1980,50.5
West Virginia,1981,50.0
West Virginia,1982,51.6
West Virginia,1983,51.2
West Virginia,1984,51.6
West Virginia,1985,51.6
West Virginia,1986,52.3
West Virginia,1987,52.3
West Virginia,1988,50.9
West Virginia,1989,50.9
West Virginia,1990,53.9
West Virginia,1991,53.8
West Virginia,1992,51.3
West Virginia,1993,51.9
West Virginia,1994,51.8
West Virginia,1995,51.6
West Virginia,1996,50.7
West Virginia,1997,51.0
West Virginia,1998,54.2
West Virginia,1999,53.0
West Virginia,2000,51.8
West Virginia,2001,52.7
West Virginia,2002,53.2
West Virginia,2003,51.6
West Virginia,2004,52.7
West Virginia,2005,52.8
West Virginia,2006,53.0
West Virginia,2007,53.3
West Virginia,2008,51.8
West Virginia,2009,51.7
West Virginia,2010,52.0
West Virginia,2011,53.5
West Virginia,2012,54.3
West Virginia,2013,51.8
West Virginia,2014,50.8
West Virginia,2015,53.1
West Virginia,2016,54.1
West Virginia,2017,54.0
Wisconsin,1950,39.5
Wisconsin,1951,39.8
Wisconsin,1952,43.1
Wisconsin,1953,44.1
Wisconsin,1954,43.2
Wisconsin,1955,42.9
Wisconsin,1956,42.1
Wisconsin,1957,42.2
Wisconsin,1958,42.0
Wisconsin,1959,41.9
Wisconsin,1960,42.0
Wisconsin,1961,42.9
Wisconsin,1962,41.6
Wisconsin,1963,42.0
Wisconsin,1964,43.4
Wisconsin,1965,41.2
Wisconsin,1966,41.5
Wisconsin,1967,40.9
Wisconsin,1968,43.0
Wisconsin,1969,41.7
Wisconsin,1970,42.1
Wisconsin,1971,42.0
Wisconsin,1972,40.0
Wisconsin,1973,44.3
Wisconsin,1974,42.2
Wisconsin,1975,42.6
Wisconsin,1976,41.4
Wisconsin,1977,42.9
Wisconsin,1978,41.0
Wisconsin,1979,40.4
Wisconsin,1980,42.2
Wisconsin,1981,43.5
Wisconsin,1982,41.4
Wisconsin,1983,43.4
Wisconsin,1984,43.2
Wisconsin,1985,41.4
Wisconsin,1986,43.3
Wisconsin,1987,46.3
Wisconsin,1988,43.4
Wisconsin,1989,41.1
Wisconsin,1990,44.5
Wisconsin,1991,43.7
Wisconsin,1992,42.7
Wisconsin,1993,41.7
Wisconsin,1994,43.0
Wisconsin,1995,42.8
Wisconsin,1996,40.5
Wisconsin,1997,42.6
Wisconsin,1998,47.3
Wisconsin,1999,45.4
Wisconsin,2000,43.9
Wisconsin,2001,45.3
Wisconsin,2002,44.6
Wisconsin,2003,43.2
Wisconsin,2004,43.5
Wisconsin,2005,45.1
Wisconsin,2006,46.0
Wisconsin,2007,44.7
Wisconsin,2008,41.8
Wisconsin,2009,42.4
Wisconsin,2010,45.5
Wisconsin,2011,44.1
Wisconsin,2012,47.4
Wisconsin,2013,41.8
Wisconsin,2014,40.2
Wisconsin,2015,44.8
Wisconsin,2016,46.2
Wisconsin,2017,44.7
Wyoming,1950,40.0
Wyoming,1951,38.7
Wyoming,1952,40.8
Wyoming,1953,42.7
Wyoming,1954,43.0
Wyoming,1955,39.8
Wyoming,1956,41.1
Wyoming,1957,40.4
Wyoming,1958,42.0
Wyoming,1959,40.7
Wyoming,1960,41.0
Wyoming,1961,41.0
Wyoming,1962,41.1
Wyoming,1963,42.5
Wyoming,1964,39.6
Wyoming,1965,40.2
Wyoming,1966,41.2
Wyoming,1967,40.8
Wyoming,1968,39.8
Wyoming,1969,41.1
Wyoming,1970,40.3
Wyoming,1971,40.0
Wyoming,1972,40.2
Wyoming,1973,39.8
Wyoming,1974,41.2
Wyoming,1975,39.4
Wyoming,1976,41.3
Wyoming,1977,42.0
Wyoming,1978,39.4
Wyoming,1979,40.0
Wyoming,1980,41.9
Wyoming,1981,43.7
Wyoming,1982,39.8
Wyoming,1983,40.9
Wyoming,1984,39.9
Wyoming,1985,39.2
Wyoming,1986,42.3
Wyoming,1987,42.5
Wyoming,1988,42.8
Wyoming,1989,41.2
Wyoming,1990,41.8
Wyoming,1991,41.7
Wyoming,1992,42.5
Wyoming,1993,38.9
Wyoming,1994,42.9
Wyoming,1995,41.7
Wyoming,1996,41.0
Wyoming,1997,41.2
Wyoming,1998,42.5
Wyoming,1999,43.2
Wyoming,2000,42.5
Wyoming,2001,43.2
Wyoming,2002,41.4
Wyoming,2003,43.0
Wyoming,2004,42.4
Wyoming,2005,42.8
Wyoming,2006,43.2
Wyoming,2007,43.3
Wyoming,2008,40.7
Wyoming,2009,40.9
Wyoming,2010,42.0
Wyoming,2011,41.1
Wyoming,2012,44.8
Wyoming,2013,41.7
Wyoming,2014,42.1
Wyoming,2015,44.2
Wyoming,2016,43.9
Wyoming,2017,43.1
Alaska,1950,26.1
Alaska,1951,25.2
Alaska,1952,25.4
Alaska,1953,26.0
Alaska,1954,24.6
Alaska,1955,23.3
Alaska,1956,21.8
Alaska,1957,28.2
Alaska,1958,27.0
Alaska,1959,24.6
Alaska,1960,26.7
Alaska,1961,23.7
Alaska,1962,26.8
Alaska,1963,26.6
Alaska,1964,23.3
Alaska,1965,24.7
Alaska,1966,23.8
Alaska,1967,27.1
Alaska,1968,25.4
Alaska,1969,27.0
Alaska,1970,25.2
Alaska,1971,22.3
Alaska,1972,23.6
Alaska,1973,24.6
Alaska,1974,23.7
Alaska,1975,23.0
Alaska,1976,25.8
Alaska,1977,27.0
Alaska,1978,29.1
Alaska,1979,27.6
Alaska,1980,26.4
Alaska,1981,29.2
Alaska,1982,25.3
Alaska,1983,26.9
Alaska,1984,25.2
Alaska,1985,26.3
Alaska,1986,26.9
Alaska,1987,27.5
Alaska,1988,27.1
Alaska,1989,26.8
Alaska,1990,25.4
Alaska,1991,27.0
Alaska,1992,25.0
Alaska,1993,29.9
Alaska,1994,26.2
Alaska,1995,27.8
Alaska,1996,25.1
Alaska,1997,28.1
Alaska,1998,28.4
Alaska,1999,24.0
Alaska,2000,28.4
Alaska,2001,27.3
Alaska,2002,30.1
Alaska,2003,29.1
Alaska,2004,29.3
Alaska,2005,29.2
Alaska,2006,26.4
Alaska,2007,28.1
Alaska,2008,25.1
Alaska,2009,26.8
Alaska,2010,27.4
Alaska,2011,27.0
Alaska,2012,24.3
Alaska,2013,27.8
Alaska,2014,30.3
Alaska,2015,30.0
Alaska,2016,31.9
Alaska,2017,29.3
