state,year,tmax
Rhode Island,2009,58.7
Rhode Island,2010,61.2
Rhode Island,2011,60.9
Rhode Island,2012,62.1
Rhode Island,2013,59.9
Rhode Island,2014,59.2
Rhode Island,2015,60.2
Rhode Island,2016,61.9
Rhode Island,2017,60.6
South Carolina,1950,74.2
South Carolina,1951,74.6
South Carolina,1952,75.0
South Carolina,1953,75.5
South Carolina,1954,75.9
South Carolina,1955,74.3
South Carolina,1956,75.0
South Carolina,1957,74.1
South Carolina,1958,72.0
South Carolina,1959,73.7
South Carolina,1960,72.6
South Carolina,1961,73.4
South Carolina,1962,73.5
South Carolina,1963,72.8
South Carolina,1964,73.0
South Carolina,1965,73.7
South Carolina,1966,72.1
South Carolina,1967,73.2
South Carolina,1968,72.8
South Carolina,1969,72.1
South Carolina,1970,74.2
South Carolina,1971,73.6
South Carolina,1972,73.4
South Carolina,1973,74.0
South Carolina,1974,74.8
South Carolina,1975,74.4
South Carolina,1976,73.0
South Carolina,1977,74.0
South Carolina,1978,73.2
South Carolina,1979,72.9
South Carolina,1980,73.6
South Carolina,1981,73.6
South Carolina,1982,73.7
South Carolina,1983,72.9
South Carolina,1984,74.3
South Carolina,1985,74.5
South Carolina,1986,75.7
South Carolina,1987,74.0
South Carolina,1988,73.3
South Carolina,1989,73.3
South Carolina,1990,77.0
South Carolina,1991,74.7
South Carolina,1992,72.9
South Carolina,1993,74.1
South Carolina,1994,74.0
South Carolina,1995,73.7
South Carolina,1996,73.3
South Carolina,1997,73.4
South Carolina,1998,75.9
South Carolina,1999,75.3
South Carolina,2000,74.2
South Carolina,2001,75.3
South Carolina,2002,75.1
South Carolina,2003,73.2
South Carolina,2004,74.2
South Carolina,2005,74.2
South Carolina,2006,75.5
South Carolina,2007,76.4
South Carolina,2008,74.7
South Carolina,2009,73.6
South Carolina,2010,74.3
South Carolina,2011,76.1
South Carolina,2012,75.8
South Carolina,2013,73.1
South Carolina,2014,73.6
South Carolina,2015,75.3
South Carolina,2016,76.1
South Carolina,2017,76.4
South Dakota,1950,53.4
South Dakota,1951,52.8
South Dakota,1952,57.6
South Dakota,1953,58.2
South Dakota,1954,58.6
South Dakota,1955,57.5
South Dakota,1956,57.4
South Dakota,1957,55.7
South Dakota,1958,58.0
South Dakota,1959,57.0
South Dakota,1960,56.2
South Dakota,1961,58.0
South Dakota,1962,56.4
South Dakota,1963,59.2
South Dakota,1964,57.9
South Dakota,1965,55.5
South Dakota,1966,55.9
South Dakota,1967,56.8
South Dakota,1968,56.6
South Dakota,1969,55.6
South Dakota,1970,56.1
South Dakota,1971,55.9
South Dakota,1972,54.3
South Dakota,1973,58.0
South Dakota,1974,59.3
South Dakota,1975,56.0
South Dakota,1976,59.7
South Dakota,1977,57.5
South Dakota,1978,54.1
South Dakota,1979,54.9
South Dakota,1980,59.3
South Dakota,1981,60.3
South Dakota,1982,54.7
South Dakota,1983,56.4
South Dakota,1984,56.9
South Dakota,1985,55.3
South Dakota,1986,57.1
South Dakota,1987,60.9
South Dakota,1988,60.0
South Dakota,1989,56.9
South Dakota,1990,59.8
South Dakota,1991,58.7
South Dakota,1992,57.4
South Dakota,1993,53.4
South Dakota,1994,56.7
South Dakota,1995,55.8
South Dakota,1996,53.0
South Dakota,1997,56.2
South Dakota,1998,58.6
South Dakota,1999,60.1
South Dakota,2000,58.4
South Dakota,2001,58.4
South Dakota,2002,58.6
South Dakota,2003,58.4
South Dakota,2004,58.6
South Dakota,2005,59.6
South Dakota,2006,60.6
South Dakota,2007,58.8
South Dakota,2008,56.0
South Dakota,2009,55.0
South Dakota,2010,56.3
South Dakota,2011,56.3
South Dakota,2012,62.7
South Dakota,2013,55.7
South Dakota,2014,55.7
South Dakota,2015,59.8
South Dakota,2016,60.5
South Dakota,2017,59.1
Tennessee,1950,68.0
Tennessee,1951,69.3
Tennessee,1952,70.6
Tennessee,1953,71.6
Tennessee,1954,71.3
Tennessee,1955,69.8
Tennessee,1956,70.4
Tennessee,1957,69.4
Tennessee,1958,67.0
Tennessee,1959,69.3
Tennessee,1960,67.2
Tennessee,1961,68.1
Tennessee,1962,68.9
Tennessee,1963,68.5
Tennessee,1964,69.5
Tennessee,1965,69.6
Tennessee,1966,67.6
Tennessee,1967,68.3
Tennessee,1968,67.8
Tennessee,1969,67.6
Tennessee,1970,68.5
Tennessee,1971,69.1
Tennessee,1972,68.3
Tennessee,1973,69.2
Tennessee,1974,68.8
Tennessee,1975,68.8
Tennessee,1976,67.6
Tennessee,1977,68.8
Tennessee,1978,67.7
Tennessee,1979,66.5
Tennessee,1980,68.8
Tennessee,1981,68.2
Tennessee,1982,68.7
Tennessee,1983,67.8
Tennessee,1984,68.9
Tennessee,1985,68.1
Tennessee,1986,70.1
Tennessee,1987,70.0
Tennessee,1988,69.0
Tennessee,1989,67.3
Tennessee,1990,71.0
Tennessee,1991,69.8
Tennessee,1992,67.6
Tennessee,1993,68.1
Tennessee,1994,68.8
Tennessee,1995,68.7
Tennessee,1996,67.5
Tennessee,1997,67.6
Tennessee,1998,70.8
Tennessee,1999,71.4
Tennessee,2000,69.5
Tennessee,2001,69.6
Tennessee,2002,69.6
Tennessee,2003,68.1
Tennessee,2004,69.0
Tennessee,2005,69.9
Tennessee,2006,70.3
Tennessee,2007,71.9
Tennessee,2008,69.0
Tennessee,2009,68.1
Tennessee,2010,69.2
Tennessee,2011,69.9
Tennessee,2012,71.9
Tennessee,2013,67.4
Tennessee,2014,67.5
Tennessee,2015,69.7
Tennessee,2016,71.7
Tennessee,2017,70.8
Texas,1950,78.4
Texas,1951,78.5
Texas,1952,78.1
Texas,1953,78.8
Texas,1954,79.8
Texas,1955,78.0
Texas,1956,79.5
Texas,1957,76.2
Texas,1958,74.9
Texas,1959,76.1
Texas,1960,75.7
Texas,1961,75.8
Texas,1962,77.8
Texas,1963,78.2
Texas,1964,77.3
Texas,1965,77.1
Texas,1966,75.7
Texas,1967,77.5
Texas,1968,74.9
Texas,1969,76.6
Texas,1970,76.2
Texas,1971,77.4
Texas,1972,76.9
Texas,1973,75.8
Texas,1974,76.9
Texas,1975,76.4
Texas,1976,75.4
Texas,1977,77.9
Texas,1978,75.7
Texas,1979,75.1
Texas,1980,77.6
Texas,1981,76.8
Texas,1982,76.7
Texas,1983,75.5
Texas,1984,77.1
Texas,1985,76.2
Texas,1986,77.2
Texas,1987,76.0
Texas,1988,77.3
Texas,1989,76.9
Texas,1990,77.8
Texas,1991,76.4
Texas,1992,76.2
Texas,1993,76.2
Texas,1994,77.8
Texas,1995,77.6
Texas,1996,78.4
Texas,1997,75.6
Texas,1998,79.3
Texas,1999,79.6
Texas,2000,78.8
Texas,2001,77.5
Texas,2002,76.9
Texas,2003,77.7
Texas,2004,76.5
Texas,2005,78.5
Texas,2006,80.1
Texas,2007,76.5
Texas,2008,78.7
Texas,2009,78.5
Texas,2010,77.5
Texas,2011,80.9
Texas,2012,80.6
Texas,2013,77.6
Texas,2014,77.2
Texas,2015,77.4
Texas,2016,79.1
Texas,2017,79.7
Utah,1950,61.4
Utah,1951,59.5
Utah,1952,59.5
Utah,1953,61.5
Utah,1954,62.6
Utah,1955,59.1
Utah,1956,61.6
Utah,1957,59.1
Utah,1958,62.4
Utah,1959,61.6
Utah,1960,61.1
Utah,1961,60.4
Utah,1962,61.1
Utah,1963,61.1
Utah,1964,58.9
Utah,1965,59.1
Utah,1966,61.2
Utah,1967,60.0
Utah,1968,59.0
Utah,1969,60.4
Utah,1970,59.9
Utah,1971,59.0
Utah,1972,60.6
Utah,1973,58.5
Utah,1974,60.8
Utah,1975,58.3
Utah,1976,61.1
Utah,1977,62.2
Utah,1978,60.1
Utah,1979,59.5
Utah,1980,61.0
Utah,1981,62.5
Utah,1982,58.2
Utah,1983,59.1
Utah,1984,57.9
Utah,1985,59.4
Utah,1986,61.6
Utah,1987,60.9
Utah,1988,61.5
Utah,1989,61.9
Utah,1990,61.5
Utah,1991,59.9
Utah,1992,61.5
Utah,1993,59.2
Utah,1994,62.4
Utah,1995,61.9
Utah,1996,62.6
Utah,1997,60.6
Utah,1998,60.5
Utah,1999,62.5
Utah,2000,62.9
Utah,2001,63.0
Utah,2002,62.2
Utah,2003,63.5
Utah,2004,61.1
Utah,2005,61.9
Utah,2006,62.2
Utah,2007,63.3
Utah,2008,61.4
Utah,2009,61.5
Utah,2010,60.8
Utah,2011,60.4
Utah,2012,64.3
Utah,2013,60.5
Utah,2014,63.2
Utah,2015,63.3
Utah,2016,62.9
Utah,2017,63.7
Vermont,1950,52.6
Vermont,1951,52.6
Vermont,1952,53.4
Vermont,1953,55.6
Vermont,1954,51.8
Vermont,1955,52.6
Vermont,1956,51.4
Vermont,1957,53.7
Vermont,1958,50.7
Vermont,1959,53.0
Vermont,1960,52.5
Vermont,1961,52.4
Vermont,1962,51.3
Vermont,1963,51.8
Vermont,1964,52.9
Vermont,1965,51.4
Vermont,1966,52.3
Vermont,1967,51.4
Vermont,1968,51.6
Vermont,1969,51.8
Vermont,1970,51.9
Vermont,1971,52.0
Vermont,1972,50.5
Vermont,1973,53.7
Vermont,1974,51.8
Vermont,1975,53.1
Vermont,1976,51.4
Vermont,1977,52.1
Vermont,1978,51.2
Vermont,1979,52.6
Vermont,1980,51.3
Vermont,1981,52.6
Vermont,1982,52.6
Vermont,1983,53.0
Vermont,1984,53.3
Vermont,1985,52.0
Vermont,1986,52.4
Vermont,1987,52.9
Vermont,1988,52.6
Vermont,1989,51.6
Vermont,1990,54.5
Vermont,1991,54.4
Vermont,1992,51.0
Vermont,1993,52.0
Vermont,1994,52.1
Vermont,1995,52.8
Vermont,1996,51.8
Vermont,1997,51.6
Vermont,1998,55.3
Vermont,1999,55.2
Vermont,2000,51.9
Vermont,2001,54.7
Vermont,2002,53.9
Vermont,2003,52.0
Vermont,2004,52.4
Vermont,2005,53.9
Vermont,2006,54.7
Vermont,2007,52.7
Vermont,2008,53.4
Vermont,2009,52.5
Vermont,2010,54.6
Vermont,2011,54.3
Vermont,2012,56.2
Vermont,2013,53.3
Vermont,2014,52.2
Vermont,2015,53.7
Vermont,2016,55.3
Vermont,2017,54.0
Virginia,1950,65.8
Virginia,1951,66.6
Virginia,1952,67.2
Virginia,1953,68.7
Virginia,1954,67.6
Virginia,1955,66.4
Virginia,1956,66.3
Virginia,1957,66.5
Virginia,1958,63.7
Virginia,1959,67.2
Virginia,1960,64.7
Virginia,1961,65.2
Virginia,1962,64.4
Virginia,1963,65.4
Virginia,1964,66.2
Virginia,1965,66.1
Virginia,1966,64.7
Virginia,1967,64.9
Virginia,1968,65.4
Virginia,1969,64.2
Virginia,1970,66.0
Virginia,1971,65.7
Virginia,1972,64.8
Virginia,1973,66.4
Virginia,1974,66.4
Virginia,1975,66.2
Virginia,1976,65.7
Virginia,1977,66.0
Virginia,1978,64.6
Virginia,1979,64.5
Virginia,1980,65.7
Virginia,1981,65.0
Virginia,1982,65.6
Virginia,1983,65.4
Virginia,1984,65.9
Virginia,1985,66.5
Virginia,1986,66.6
Virginia,1987,66.5
Virginia,1988,65.8
Virginia,1989,65.0
Virginia,1990,68.9
Virginia,1991,68.2
Virginia,1992,64.8
Virginia,1993,66.0
Virginia,1994,66.7
Virginia,1995,65.9
Virginia,1996,64.6
Virginia,1997,65.7
Virginia,1998,68.5
Virginia,1999,68.0
Virginia,2000,66.1
Virginia,2001,67.7
Virginia,2002,67.8
Virginia,2003,65.1
Virginia,2004,66.3
Virginia,2005,66.8
Virginia,2006,67.9
Virginia,2007,68.3
Virginia,2008,66.9
Virginia,2009,65.6
Virginia,2010,67.1
Virginia,2011,67.9
Virginia,2012,68.7
Virginia,2013,65.4
Virginia,2014,65.2
Virginia,2015,67.1
Virginia,2016,67.8
Virginia,2017,68.1
Washington,1950,54.0
Washington,1951,55.8
Washington,1952,56.8
Washington,1953,57.2
Washington,1954,54.6
Washington,1955,52.7
Washington,1956,55.1
Washington,1957,55.3
Washington,1958,59.0
Washington,1959,55.0
Washington,1960,55.6
Washington,1961,56.9
Washington,1962,55.8
Washington,1963,56.2
Washington,1964,54.3
Washington,1965,56.7
Washington,1966,56.8
Washington,1967,58.1
Washington,1968,56.0
Washington,1969,55.3
Washington,1970,56.0
Washington,1971,55.1
Washington,1972,55.1
Washington,1973,56.4
Washington,1974,56.7
Washington,1975,54.7
Washington,1976,55.8
Washington,1977,56.1
Washington,1978,55.3
Washington,1979,56.5
Washington,1980,55.3
Washington,1981,56.9
Washington,1982,55.2
Washington,1983,56.0
Washington,1984,54.7
Washington,1985,54.0
Washington,1986,56.9
Washington,1987,58.6
Washington,1988,57.2
Washington,1989,56.2
Washington,1990,57.0
Washington,1991,56.8
Washington,1992,58.6
Washington,1993,54.9
Washington,1994,57.8
Washington,1995,57.1
Washington,1996,55.2
Washington,1997,56.4
Washington,1998,58.1
Washington,1999,56.6
Washington,2000,55.8
Washington,2001,56.6
Washington,2002,56.9
Washington,2003,58.1
Washington,2004,58.0
Washington,2005,57.2
Washington,2006,57.6
Washington,2007,56.5
Washington,2008,55.6
Washington,2009,56.3
Washington,2010,56.2
Washington,2011,55.0
Washington,2012,56.7
Washington,2013,56.8
Washington,2014,58.0
Washington,2015,60.0
Washington,2016,58.0
Washington,2017,56.4
West Virginia,1950,62.1
West Virginia,1951,63.3
West Virginia,1952,64.1
West Virginia,1953,65.6
West Virginia,1954,63.7
West Virginia,1955,63.5
West Virginia,1956,62.7
West Virginia,1957,63.6
West Virginia,1958,59.9
West Virginia,1959,64.2
West Virginia,1960,61.0
West Virginia,1961,61.6
West Virginia,1962,61.5
West Virginia,1963,61.4
West Virginia,1964,63.5
West Virginia,1965,63.1
West Virginia,1966,61.4
West Virginia,1967,61.7
West Virginia,1968,61.4
West Virginia,1969,60.9
West Virginia,1970,62.4
West Virginia,1971,62.4
West Virginia,1972,61.2
West Virginia,1973,63.3
West Virginia,1974,62.7
West Virginia,1975,62.9
West Virginia,1976,61.6
West Virginia,1977,62.0
West Virginia,1978,60.7
West Virginia,1979,60.7
West Virginia,1980,61.4
West Virginia,1981,61.2
West Virginia,1982,62.9
West Virginia,1983,62.2
West Virginia,1984,62.4
West Virginia,1985,62.5
West Virginia,1986,63.1
West Virginia,1987,63.6
West Virginia,1988,63.0
West Virginia,1989,61.5
West Virginia,1990,65.3
West Virginia,1991,65.0
West Virginia,1992,61.6
West Virginia,1993,62.6
West Virginia,1994,63.2
West Virginia,1995,62.5
West Virginia,1996,61.2
West Virginia,1997,61.8
West Virginia,1998,65.0
West Virginia,1999,65.2
West Virginia,2000,62.9
West Virginia,2001,64.2
West Virginia,2002,64.2
West Virginia,2003,61.7
West Virginia,2004,63.2
West Virginia,2005,63.6
West Virginia,2006,64.0
West Virginia,2007,64.8
West Virginia,2008,63.0
West Virginia,2009,62.2
West Virginia,2010,62.8
West Virginia,2011,64.1
West Virginia,2012,65.7
West Virginia,2013,62.0
West Virginia,2014,61.7
West Virginia,2015,64.1
West Virginia,2016,65.3
West Virginia,2017,64.9
Wisconsin,1950,50.2
Wisconsin,1951,49.8
Wisconsin,1952,53.9
Wisconsin,1953,54.9
Wisconsin,1954,53.2
Wisconsin,1955,53.9
Wisconsin,1956,53.0
Wisconsin,1957,52.6
Wisconsin,1958,52.9
Wisconsin,1959,52.2
Wisconsin,1960,52.4
Wisconsin,1961,53.4
Wisconsin,1962,51.7
Wisconsin,1963,53.3
Wisconsin,1964,54.3
Wisconsin,1965,51.4
Wisconsin,1966,52.2
Wisconsin,1967,51.5
Wisconsin,1968,53.3
Wisconsin,1969,52.1
Wisconsin,1970,52.6
Wisconsin,1971,52.6
Wisconsin,1972,50.1
Wisconsin,1973,53.9
Wisconsin,1974,52.5
Wisconsin,1975,53.1
Wisconsin,1976,53.4
Wisconsin,1977,53.5
Wisconsin,1978,51.8
Wisconsin,1979,50.6
Wisconsin,1980,52.6
Wisconsin,1981,53.9
Wisconsin,1982,51.7
Wisconsin,1983,52.8
Wisconsin,1984,53.4
Wisconsin,1985,51.9
Wisconsin,1986,53.4
Wisconsin,1987,56.7
Wisconsin,1988,54.9
Wisconsin,1989,52.2
Wisconsin,1990,55.3
Wisconsin,1991,54.0
Wisconsin,1992,52.3
Wisconsin,1993,51.4
Wisconsin,1994,53.4
Wisconsin,1995,52.7
Wisconsin,1996,50.7
Wisconsin,1997,52.5
Wisconsin,1998,57.4
Wisconsin,1999,56.0
Wisconsin,2000,54.2
Wisconsin,2001,55.6
Wisconsin,2002,54.5
Wisconsin,2003,54.0
Wisconsin,2004,53.8
Wisconsin,2005,55.6
Wisconsin,2006,56.1
Wisconsin,2007,55.1
Wisconsin,2008,52.4
Wisconsin,2009,52.8
Wisconsin,2010,55.8
Wisconsin,2011,54.0
Wisconsin,2012,58.2
Wisconsin,2013,51.9
Wisconsin,2014,50.2
Wisconsin,2015,54.9
Wisconsin,2016,55.8
Wisconsin,2017,54.5
Wyoming,1950,52.7
Wyoming,1951,51.2
Wyoming,1952,54.2
Wyoming,1953,55.4
Wyoming,1954,56.4
Wyoming,1955,52.6
Wyoming,1956,54.5
Wyoming,1957,52.4
Wyoming,1958,54.9
Wyoming,1959,53.4
Wyoming,1960,54.0
Wyoming,1961,53.4
Wyoming,1962,54.1
Wyoming,1963,55.5
Wyoming,1964,52.4
Wyoming,1965,52.5
Wyoming,1966,54.4
Wyoming,1967,53.1
Wyoming,1968,52.4
Wyoming,1969,54.0
Wyoming,1970,52.8
Wyoming,1971,52.2
Wyoming,1972,52.5
Wyoming,1973,52.1
Wyoming,1974,54.5
Wyoming,1975,52.0
Wyoming,1976,54.6
Wyoming,1977,55.2
Wyoming,1978,52.2
Wyoming,1979,53.0
Wyoming,1980,54.7
Wyoming,1981,56.7
Wyoming,1982,52.0
Wyoming,1983,52.9
Wyoming,1984,52.3
Wyoming,1985,52.4
Wyoming,1986,54.8
Wyoming,1987,55.7
Wyoming,1988,56.4
Wyoming,1989,54.2
Wyoming,1990,54.9
Wyoming,1991,54.4
Wyoming,1992,55.6
Wyoming,1993,51.2
Wyoming,1994,56.1
Wyoming,1995,54.0
Wyoming,1996,54.0
Wyoming,1997,53.8
Wyoming,1998,54.8
Wyoming,1999,56.4
Wyoming,2000,55.8
Wyoming,2001,56.4
Wyoming,2002,54.6
Wyoming,2003,55.9
Wyoming,2004,55.0
Wyoming,2005,56.0
Wyoming,2006,56.4
Wyoming,2007,56.5
Wyoming,2008,53.7
Wyoming,2009,53.8
Wyoming,2010,54.9
Wyoming,2011,53.8
Wyoming,2012,58.5
Wyoming,2013,54.5
Wyoming,2014,54.9
Wyoming,2015,57.0
Wyoming,2016,56.9
Wyoming,2017,55.9
Alaska,1950,34.1
Alaska,1951,32.9
Alaska,1952,32.7
Alaska,1953,33.8
Alaska,1954,32.5
Alaska,1955,30.7
Alaska,1956,29.3
Alaska,1957,35.7
Alaska,1958,34.4
Alaska,1959,32.4
Alaska,1960,34.1
Alaska,1961,31.0
Alaska,1962,34.1
Alaska,1963,33.8
Alaska,1964,30.7
Alaska,1965,31.8
Alaska,1966,31.2
Alaska,1967,34.5
Alaska,1968,33.2
Alaska,1969,34.6
Alaska,1970,32.6
Alaska,1971,29.9
Alaska,1972,31.2
Alaska,1973,32.1
Alaska,1974,31.7
Alaska,1975,30.8
Alaska,1976,33.7
Alaska,1977,34.7
Alaska,1978,36.7
Alaska,1979,35.2
Alaska,1980,33.8
Alaska,1981,36.5
Alaska,1982,32.5
Alaska,1983,34.1
Alaska,1984,32.9
Alaska,1985,33.8
Alaska,1986,34.6
Alaska,1987,35.1
Alaska,1988,34.6
Alaska,1989,34.3
Alaska,1990,33.3
Alaska,1991,34.6
Alaska,1992,32.6
Alaska,1993,37.4
Alaska,1994,33.7
Alaska,1995,35.1
Alaska,1996,33.1
Alaska,1997,36.0
Alaska,1998,35.6
Alaska,1999,31.8
Alaska,2000,35.6
Alaska,2001,34.8
Alaska,2002,37.6
Alaska,2003,36.7
Alaska,2004,37.1
Alaska,2005,36.8
Alaska,2006,33.8
Alaska,2007,35.7
Alaska,2008,32.7
Alaska,2009,34.6
Alaska,2010,34.9
Alaska,2011,34.6
Alaska,2012,31.8
Alaska,2013,35.5
Alaska,2014,37.8
Alaska,2015,37.4
Alaska,2016,39.3
Alaska,2017,36.8
